,reactionId,compartment,r ; p,ratelaw
169,vTLCd27,Cytoplasm,exc_prot__TNF10_ ;,kTLCd27_1*exc_prot__TNF10_
170,vTLCd28,Cytoplasm,cyt_cong__TNFRSF10_ ;,kTLCd28_1*cyt_cong__TNFRSF10_
171,vTLCd29,Cytoplasm,cyt_prot__CFLAR_ ;,kTLCd29_1*cyt_prot__CFLAR_
172,vTLCd30,Cytoplasm,cyt_cong_i__CASP8_ ;,kTLCd30_1*cyt_cong_i__CASP8_
173,vTLCd31,Cytoplasm,cyt_prot__BFAR_ ;,kTLCd31_1*cyt_prot__BFAR_
174,vTLCd32,Cytoplasm,cyt_cong__CASP3_ ;,kTLCd32_1*cyt_cong__CASP3_
175,vTLCd33,Cytoplasm,cyt_cong_i__CASP6_ ;,kTLCd33_1*cyt_cong_i__CASP6_
176,vTLCd34,Cytoplasm,cyt_prot__XIAP_ ;,kTLCd34_1*cyt_prot__XIAP_
177,vTLCd35,Cytoplasm,cyt_prot__PARP1_ ;,kTLCd35_1*cyt_prot__PARP1_
178,vTLCd36,Cytoplasm,cyt_prot__BID_ ;,kTLCd36_1*cyt_prot__BID_
179,vTLCd37,Cytoplasm,cyt_cong__BCL2_ ;,kTLCd37_1*cyt_cong__BCL2_
180,vTLCd38,Cytoplasm,cyt_prot_i__BAX_ ;,kTLCd38_1*cyt_prot_i__BAX_
181,vTLCd39,Mitochondria,mit_prot__CY1_ ;,kTLCd39_1*mit_prot__CY1_
182,vTLCd40,Mitochondria,mit_prot__DBLOH_ ;,kTLCd40_1*mit_prot__DBLOH_
183,vTLCd41,Cytoplasm,cyt_prot__APAF_ ;,kTLCd41_1*cyt_prot__APAF_
184,vTLCd42,Cytoplasm,cyt_prot__PCSK9_ ;,kTLCd42_1*cyt_prot__PCSK9_
185,vTLCd43,Cytoplasm,cyt_prot__BAD_ ;,kTLCd43_1*cyt_prot__BAD_
186,vTLCd44,Cytoplasm,cyt_prot__BBC3_ ;,kTLCd44_1*cyt_prot__BBC3_
187,vTLCd45,Cytoplasm,cyt_prot__APR_ ;,kTLCd45_1*cyt_prot__APR_
188,vTLCd46,Cytoplasm,cyt_prot__B2L11_ ;,kTLCd46_1*cyt_prot__B2L11_
189,vTLCd47,Cytoplasm,exc_prot__EGF_ ;,kTLCd47_1*exc_prot__EGF_
190,vTLCd48,Cytoplasm,exc_prot__NRG1_ ;,kTLCd48_1*exc_prot__NRG1_
191,vTLCd49,Cytoplasm,exc_prot__HGF_ ;,kTLCd49_1*exc_prot__HGF_
192,vTLCd50,Cytoplasm,exc_prot__PDGFB_ ;,kTLCd50_1*exc_prot__PDGFB_
193,vTLCd51,Cytoplasm,exc_cong__FGF_ ;,kTLCd51_1*exc_cong__FGF_
194,vTLCd52,Cytoplasm,exc_cong__IGF_ ;,kTLCd52_1*exc_cong__IGF_
195,vTLCd53,Cytoplasm,exc_prot__INS_ ;,kTLCd53_1*exc_prot__INS_
196,vTLCd54,Cytoplasm,cyt_prot__EGFR_ ;,kTLCd54_1*cyt_prot__EGFR_
197,vTLCd55,Cytoplasm,cyt_prot__ERBB2_ ;,kTLCd55_1*cyt_prot__ERBB2_
198,vTLCd56,Cytoplasm,cyt_prot__ERBB3_ ;,kTLCd56_1*cyt_prot__ERBB3_
199,vTLCd57,Cytoplasm,cyt_prot__ERBB4_ ;,kTLCd57_1*cyt_prot__ERBB4_
200,vTLCd58,Cytoplasm,cyt_prot__EGFRvIII_ ;,kTLCd58_1*cyt_prot__EGFRvIII_
201,vTLCd59,Cytoplasm,cyt_prot__MET_ ;,kTLCd59_1*cyt_prot__MET_
202,vTLCd60,Cytoplasm,cyt_cong__PGFRB_ ;,kTLCd60_1*cyt_cong__PGFRB_
203,vTLCd61,Cytoplasm,cyt_cong__FGFR_ ;,kTLCd61_1*cyt_cong__FGFR_
204,vTLCd62,Cytoplasm,cyt_prot__IGF1R_ ;,kTLCd62_1*cyt_prot__IGF1R_
205,vTLCd63,Cytoplasm,cyt_prot__INSR_ ;,kTLCd63_1*cyt_prot__INSR_
206,vTLCd64,Cytoplasm,cyt_cong__IRS_ ;,kTLCd64_1*cyt_cong__IRS_
207,vTLCd65,Cytoplasm,cyt_prot__SPY2_ ;,kTLCd65_1*cyt_prot__SPY2_
208,vTLCd66,Cytoplasm,cyt_prot__CBL_ ;,kTLCd66_1*cyt_prot__CBL_
209,vTLCd67,Cytoplasm,cyt_prot__GRB2_ ;,kTLCd67_1*cyt_prot__GRB2_
210,vTLCd68,Cytoplasm,cyt_cong__PLCG_ ;,kTLCd68_1*cyt_cong__PLCG_
211,vTLCd69,Cytoplasm,cyt_cong__PIK3C_ ;,kTLCd69_1*cyt_cong__PIK3C_
212,vTLCd70,Cytoplasm,cyt_cong__PIK3R_ ;,kTLCd70_1*cyt_cong__PIK3R_
213,vTLCd71,Cytoplasm,cyt_prot__P3C2A_ ;,kTLCd71_1*cyt_prot__P3C2A_
214,vTLCd72,Cytoplasm,cyt_prot__GRP_ ;,kTLCd72_1*cyt_prot__GRP_
215,vTLCd73,Cytoplasm,cyt_mixed__RAS__GDP_ ;,kTLCd73_1*cyt_mixed__RAS__GDP_
216,vTLCd74,Cytoplasm,cyt_prot__NF1_ ;,kTLCd74_1*cyt_prot__NF1_
217,vTLCd75,Cytoplasm,cyt_prot__RAF1_ ;,kTLCd75_1*cyt_prot__RAF1_
218,vTLCd76,Cytoplasm,cyt_prot__BRAF_ ;,kTLCd76_1*cyt_prot__BRAF_
219,vTLCd77,Cytoplasm,cyt_prot__MAP2K_ ;,kTLCd77_1*cyt_prot__MAP2K_
220,vTLCd78,Nucleus,cyt_prot__DUS6_ ;,kTLCd78_1*cyt_prot__DUS6_
221,vTLCd79,Nucleus,cyt_prot__RPS6KA_ ;,kTLCd79_1*cyt_prot__RPS6KA_
222,vTLCd80,Nucleus,nuc_prot__DUS1_ ;,kTLCd80_1*nuc_prot__DUS1_
223,vTLCd81,Nucleus,nuc_prot__FOS_ ;,kTLCd81_1*nuc_prot__FOS_
224,vTLCd82,Cytoplasm,nuc_prot__JUN_ ;,kTLCd82_1*nuc_prot__JUN_
225,vTLCd83,Cytoplasm,nuc_prot__MYC_ ;,kTLCd83_1*nuc_prot__MYC_
226,vTLCd84,Cytoplasm,cyt_prot__CTNB1_ ;,kTLCd84_1*cyt_prot__CTNB1_
227,vTLCd85,Cytoplasm,cyt_prot__PTEN_ ;,kTLCd85_1*cyt_prot__PTEN_
228,vTLCd86,Cytoplasm,cyt_cong__AKT_ ;,kTLCd86_1*cyt_cong__AKT_
229,vTLCd87,Cytoplasm,cyt_prot__PDPK1_ ;,kTLCd87_1*cyt_prot__PDPK1_
230,vTLCd88,Cytoplasm,cyt_prot_RICTR_ ;,kTLCd88_1*cyt_prot_RICTR_
231,vTLCd89,Cytoplasm,cyt_prot__MTOR_ ;,kTLCd89_1*cyt_prot__MTOR_
232,vTLCd90,Cytoplasm,cyt_prot__GSK3B_ ;,kTLCd90_1*cyt_prot__GSK3B_
233,vTLCd91,Cytoplasm,cyt_prot__TSC1_ ;,kTLCd91_1*cyt_prot__TSC1_
234,vTLCd92,Cytoplasm,cyt_prot__TSC2_ ;,kTLCd92_1*cyt_prot__TSC2_
235,vTLCd93,Cytoplasm,cyt_cong__KPC_ ;,kTLCd93_1*cyt_cong__KPC_
236,vTLCd94,Cytoplasm,cyt_prot__PEBP1_ ;,kTLCd94_1*cyt_prot__PEBP1_
237,vTLCd95,Cytoplasm,cyt_cong__MAPK_ ;,kTLCd95_1*cyt_cong__MAPK_
238,vTLCd96,Cytoplasm,cyt_prot__FOXO3_ ;,kTLCd96_1*cyt_prot__FOXO3_
239,vTLCd97,Cytoplasm,cyt_mixed__RHEB__GDP_ ;,kTLCd97_1*cyt_mixed__RHEB__GDP_
240,vTLCd98,Cytoplasm,cyt_prot__RPTOR_ ;,kTLCd98_1*cyt_prot__RPTOR_
241,vTLCd99,Cytoplasm,cyt_prot__KS6B1_ ;,kTLCd99_1*cyt_prot__KS6B1_
242,vTLCd100,Cytoplasm,cyt_prot__4EBP1_ ;,kTLCd100_1*cyt_prot__4EBP1_
243,vTLCd101,Cytoplasm,cyt_prot__SOS1_ ;,kTLCd101_1*cyt_prot__SOS1_
244,vTLCd102,Cytoplasm,cyt_prot__IF4E_ ;,kTLCd102_1*cyt_prot__IF4E_
245,vE1,Cytoplasm,cyt_prot__IF4E_ + cyt_abs__TotalmRNA_ ; cyt_abs__IF4E__TotalmRNA_,kE1_1*cyt_prot__IF4E_*cyt_abs__TotalmRNA_
246,vE2,Cytoplasm,cyt_abs__IF4E__TotalmRNA_ ; cyt_prot__IF4E_ + cyt_abs__TotalmRNA_,kE2_1*cyt_abs__IF4E__TotalmRNA_
247,vE3,Cytoplasm,; cyt_abs__TotalmRNA_,kE3_1
248,vE4,Cytoplasm,cyt_abs__TotalmRNA_ ;,kE4_1*cyt_abs__TotalmRNA_
249,vE5,Cytoplasm,cyt_abs__IF4E__TotalmRNA_ ;,kE5_1*cyt_abs__IF4E__TotalmRNA_
250,vD1,Nucleus,; nuc_prot_i__P53_,kD1_1
251,vD2,Nucleus,nuc_prot_i__P53_ ;,kD2_1*nuc_prot__MDM2_*nuc_prot_i__P53_
252,vD3,Nucleus,nuc_prot_i__P53_ ; nuc_prot_a__P53_,kD3_1 + kD3_2*nuc_prot_i__P53_*((nuc_prot_a__ATM_^kD3_3)/((nuc_prot_a__ATM_^kD3_3)+(kD3_4^kD3_3))+(nuc_prot_a__ATR_^kD3_3)/((nuc_prot_a__ATR_^kD3_3)+(kD3_4^kD3_3)))
253,vD4,Nucleus,nuc_prot_a__P53_ ; nuc_prot_i__P53_,kD4_1*nuc_prot__PPM1D_*nuc_prot_a__P53_
254,vD5,Nucleus,nuc_prot_i__P53_ ;,kD5_1*nuc_prot_i__P53_
255,vD6,Nucleus,nuc_prot_a__P53_ ;,kD6_1*nuc_prot__MDM2_*nuc_prot_a__P53_
256,vD7,Nucleus,; nuc_prot__MDM2_,kD7_1
257,vD8,Nucleus,; nuc_prot__MDM2_,kD8_1
258,vD9,Nucleus,nuc_prot__MDM2_ ;,kD9_1*nuc_prot__MDM2_*nuc_prot_a__ATM_
259,vD10,Nucleus,nuc_prot__MDM2_ ;,kD10_1*nuc_prot__MDM2_*nuc_prot_a__ATR_
260,vD11,Nucleus,nuc_prot__MDM2_ ;,kD11_1*nuc_prot__MDM2_
261,vD12,Nucleus,; nuc_prot__PPM1D_,kD12_1
262,vD13,Nucleus,nuc_prot__PPM1D_ ;,kD13_1*nuc_prot__PPM1D_
263,vD14,Nucleus,; nuc_prot_a__ATM_,kD14_1*((nuc_abs__DNADoubleStrandBreak_^kD14_2)/((kD14_3^kD14_2)+(nuc_abs__DNADoubleStrandBreak_^kD14_2)))
264,vD15,Nucleus,nuc_prot_a__ATM_ ;,kD15_1*nuc_prot_a__ATM_*(nuc_prot__PPM1D_^kD15_2)/((nuc_prot__PPM1D_^kD15_2)+(kD15_3^kD15_2))
265,vD16,Nucleus,nuc_prot_a__ATM_ ;,kD16_1*nuc_prot_a__ATM_
266,vD17,Nucleus,; nuc_prot_a__ATR_,kD17_1*((nuc_abs__DNASingleStrandBreak_^kD17_2)/((kD17_3^kD17_2)+(nuc_abs__DNASingleStrandBreak_^kD17_2)))
267,vD18,Nucleus,nuc_prot_a__ATR_ ;,kD18_1*nuc_prot_a__ATR_
268,vD19,Nucleus,nuc_abs__MDM2delay1_ ;,nuc_abs__MDM2delay1_/kD19_1
269,vD20,Nucleus,; nuc_abs__MDM2delay1_,nuc_prot_a__P53_/kD20_1
270,vD21,Nucleus,nuc_abs__MDM2delay2_ ;,nuc_abs__MDM2delay2_/kD21_1
271,vD22,Nucleus,; nuc_abs__MDM2delay2_,nuc_abs__MDM2delay1_/kD22_1
272,vD23,Nucleus,nuc_abs__MDM2delay3_ ;,nuc_abs__MDM2delay3_/kD23_1
273,vD24,Nucleus,; nuc_abs__MDM2delay3_,nuc_abs__MDM2delay2_/kD24_1
274,vD25,Nucleus,nuc_abs__MDM2delay4_ ;,nuc_abs__MDM2delay4_/kD25_1
275,vD26,Nucleus,; nuc_abs__MDM2delay4_,nuc_abs__MDM2delay3_/kD26_1
276,vD27,Nucleus,nuc_abs__MDM2delay5_ ;,nuc_abs__MDM2delay5_/kD27_1
277,vD28,Nucleus,; nuc_abs__MDM2delay5_,nuc_abs__MDM2delay4_/kD28_1
278,vD29,Nucleus,nuc_abs__MDM2delay6_ ;,nuc_abs__MDM2delay6_/kD29_1
279,vD30,Nucleus,; nuc_abs__MDM2delay6_,nuc_abs__MDM2delay5_/kD30_1
280,vD31,Nucleus,nuc_abs__MDM2delay7_ ;,nuc_abs__MDM2delay7_/kD31_1
281,vD32,Nucleus,; nuc_abs__MDM2delay7_,nuc_abs__MDM2delay6_/kD32_1
282,vD33,Nucleus,nuc_abs__MDM2delay8_ ;,nuc_abs__MDM2delay8_/kD33_1
283,vD34,Nucleus,; nuc_abs__MDM2delay8_,nuc_abs__MDM2delay7_/kD34_1
284,vD35,Nucleus,nuc_abs__MDM2delay9_ ;,nuc_abs__MDM2delay9_/kD35_1
285,vD36,Nucleus,; nuc_abs__MDM2delay9_,nuc_abs__MDM2delay8_/kD36_1
286,vD37,Nucleus,nuc_abs__MDM2delay10_ ;,nuc_abs__MDM2delay10_/kD37_1
287,vD38,Nucleus,; nuc_abs__MDM2delay10_,nuc_abs__MDM2delay9_/kD38_1
288,vD39,Nucleus,nuc_abs__WIP1delay1_ ;,nuc_abs__WIP1delay1_/kD39_1
289,vD40,Nucleus,; nuc_abs__WIP1delay1_,nuc_prot_a__P53_/kD40_1
290,vD41,Nucleus,nuc_abs__WIP1delay2_ ;,nuc_abs__WIP1delay2_/kD41_1
291,vD42,Nucleus,; nuc_abs__WIP1delay2_,nuc_abs__WIP1delay1_/kD42_1
292,vD43,Nucleus,nuc_abs__WIP1delay3_ ;,nuc_abs__WIP1delay3_/kD43_1
293,vD44,Nucleus,; nuc_abs__WIP1delay3_,nuc_abs__WIP1delay2_/kD44_1
294,vD45,Nucleus,nuc_abs__WIP1delay4_ ;,nuc_abs__WIP1delay4_/kD45_1
295,vD46,Nucleus,; nuc_abs__WIP1delay4_,nuc_abs__WIP1delay3_/kD46_1
296,vD47,Nucleus,nuc_abs__WIP1delay5_ ;,nuc_abs__WIP1delay5_/kD47_1
297,vD48,Nucleus,; nuc_abs__WIP1delay5_,nuc_abs__WIP1delay4_/kD48_1
298,vD49,Nucleus,nuc_abs__WIP1delay6_ ;,nuc_abs__WIP1delay6_/kD49_1
299,vD50,Nucleus,; nuc_abs__WIP1delay6_,nuc_abs__WIP1delay5_/kD50_1
300,vD51,Nucleus,nuc_abs__WIP1delay7_ ;,nuc_abs__WIP1delay7_/kD51_1
301,vD52,Nucleus,; nuc_abs__WIP1delay7_,nuc_abs__WIP1delay6_/kD52_1
302,vD53,Nucleus,nuc_abs__WIP1delay8_ ;,nuc_abs__WIP1delay8_/kD53_1
303,vD54,Nucleus,; nuc_abs__WIP1delay8_,nuc_abs__WIP1delay7_/kD54_1
304,vD55,Nucleus,nuc_abs__WIP1delay9_ ;,nuc_abs__WIP1delay9_/kD55_1
305,vD56,Nucleus,; nuc_abs__WIP1delay9_,nuc_abs__WIP1delay8_/kD56_1
306,vD57,Nucleus,nuc_abs__WIP1delay10_ ;,nuc_abs__WIP1delay10_/kD57_1
307,vD58,Nucleus,; nuc_abs__WIP1delay10_,nuc_abs__WIP1delay9_/kD58_1
308,vD59,Nucleus,nuc_prot__MDM2_ ;,kD59_1*nuc_prot__ARF_*nuc_prot__MDM2_
309,vD60,Nucleus,nuc_prot__p_MDM2_ ;,kD60_1*nuc_prot__ARF_*nuc_prot__p_MDM2_
310,vD61,Nucleus,nuc_prot_a__P53_ + nuc_prot__MDM4_ ; nuc_prot_a__P53__MDM4_,kD61_1*nuc_prot__MDM4_*nuc_prot_a__P53_
311,vD62,Nucleus,nuc_prot_a__P53__MDM4_ ; nuc_prot_a__P53_ + nuc_prot__MDM4_,kD62_1*nuc_prot_a__P53__MDM4_
312,vD63,Nucleus,nuc_abs__DNADoubleStrandBreak_ ;,kD63_1*nuc_prot__BRCA2_*nuc_abs__DNADoubleStrandBreak_
313,vD64,Nucleus,nuc_abs__DNASingleStrandBreak_ ;,kD64_1*nuc_prot__MSH6_*nuc_abs__DNASingleStrandBreak_
314,vD65,Nucleus,nuc_abs__DNASingleStrandBreak_ ;,kD65_1*nuc_prot__MGMT_*nuc_abs__DNASingleStrandBreak_
315,vD66,Nucleus,; nuc_abs__DNADoubleStrandBreak_ + nuc_abs__DNASingleStrandBreak_,(kD66_1+kD66_2*(kD66_3/(kD66_3+kD66_4)))*(((nuc_prot__CCNA__CDK2_+nuc_cong__CCNE__CDK2_)^kD66_5)/(((nuc_prot__CCNA__CDK2_+nuc_cong__CCNE__CDK2_)^kD66_5)+(kD66_6^kD66_5)))
316,vC1,Nucleus,; nuc_prot__RB_,kC1_1
317,vC2,Nucleus,nuc_prot__RB_ + nuc_cong__E2F_ ; nuc_cong__RB__E2F_,kC2_1*nuc_prot__RB_*nuc_cong__E2F_
318,vC3,Nucleus,nuc_cong__RB__E2F_ ; nuc_prot__RB_ + nuc_cong__E2F_,kC3_1*nuc_cong__RB__E2F_
319,vC4,Nucleus,nuc_prot__RB_ ; nuc_prot__pT373_RB_,kC4_1*(nuc_prot__RB_/(kC4_2+nuc_prot__RB_))*(nuc_cong__CCND__CDK4_+nuc_cong__CCND__CDK4__CDN1B_)
320,vC5,Nucleus,nuc_prot__pT373_RB_ ; nuc_prot__RB_,kC5_1*(nuc_prot__pT373_RB_/(kC5_2+nuc_prot__pT373_RB_))
321,vC6,Nucleus,nuc_prot__RB_ ;,kC6_1*nuc_prot__RB_
322,vC7,Nucleus,nuc_prot__pT373_RB_ ; nuc_prot__pT373_pS807_pS811_RB_,kC7_1*(nuc_prot__pT373_RB_/(kC7_2+nuc_prot__pT373_RB_))*nuc_cong__CCNE__CDK2_
323,vC8,Nucleus,nuc_prot__pT373_pS807_pS811_RB_ ; nuc_prot__pT373_RB_,kC8_1*(nuc_prot__pT373_pS807_pS811_RB_/(kC8_2+nuc_prot__pT373_pS807_pS811_RB_))
324,vC9,Nucleus,nuc_prot__pT373_RB_ + nuc_cong__E2F_ ; nuc_cong__pT373_RB__E2F_,kC9_1*nuc_prot__pT373_RB_*nuc_cong__E2F_
325,vC10,Nucleus,nuc_cong__pT373_RB__E2F_ ; nuc_prot__pT373_RB_ + nuc_cong__E2F_,kC10_1*nuc_cong__pT373_RB__E2F_
326,vC11,Nucleus,nuc_prot__pT373_RB_ ;,kC11_1*nuc_prot__pT373_RB_
327,vC12,Nucleus,nuc_prot__pT373_pS807_pS811_RB_ ;,kC12_1*nuc_prot__pT373_pS807_pS811_RB_
328,vC13,Nucleus,; nuc_cong__E2F_,kC13_1
329,vC14,Nucleus,nuc_cong__E2F_ ; nuc_cong__p_E2F_,kC14_1*nuc_prot__CCNA__CDK2_*(nuc_cong__E2F_/(nuc_cong__E2F_+kC14_2))
330,vC15,Nucleus,nuc_cong__p_E2F_ ; nuc_cong__E2F_,kC15_1*(nuc_cong__p_E2F_/(nuc_cong__p_E2F_+kC15_2))
331,vC16,Nucleus,nuc_cong__E2F_ ;,kC16_1*nuc_cong__E2F_
332,vC17,Nucleus,nuc_cong__p_E2F_ ;,kC17_1*nuc_cong__p_E2F_
333,vC18,Nucleus,; nuc_cong__CCND_,kC18_1
334,vC19,Nucleus,nuc_cong__CCND_ ; nuc_cong_i__CCND__CDK4_,kC19_1*nuc_cong__CCND_*(kC19_2-(nuc_cong_i__CCND__CDK4_+nuc_cong__CCND__CDK4_+nuc_cong__CCND__CDK4__CDN1B_+nuc_cong__CCND__CDK4__CDN1A_))
335,vC20,Nucleus,nuc_cong_i__CCND__CDK4_ ; nuc_cong__CCND_,kC20_1*nuc_cong_i__CCND__CDK4_
336,vC21,Nucleus,nuc_cong__CCND_ ;,kC21_1*(nuc_cong__CCND_/(kC21_2+nuc_cong__CCND_))
337,vC22,Nucleus,nuc_cong__CCND_ ;,kC22_1*nuc_cong__CCND_
338,vC23,Nucleus,nuc_cong__CCND__CDK4_ ; nuc_cong_i__CCND__CDK4_,kC23_1*(nuc_cong__CCND__CDK4_/(kC23_2+nuc_cong__CCND__CDK4_))
339,vC24,Nucleus,nuc_cong_i__CCND__CDK4_ ; nuc_cong__CCND__CDK4_,kC24_1*(nuc_cong_i__CCND__CDK4_/(kC24_2+nuc_cong_i__CCND__CDK4_))
340,vC25,Nucleus,nuc_cong__CCND__CDK4_ + nuc_prot__CDN1B_ ; nuc_cong__CCND__CDK4__CDN1B_,kC25_1*nuc_cong__CCND__CDK4_*nuc_prot__CDN1B_
341,vC26,Nucleus,nuc_cong__CCND__CDK4__CDN1B_ ; nuc_cong__CCND__CDK4_ + nuc_prot__CDN1B_,kC26_1*nuc_cong__CCND__CDK4__CDN1B_
342,vC27,Nucleus,; nuc_cong__CCNE_,kC27_1
343,vC28,Nucleus,nuc_cong__CCNE_ ; nuc_cong_i__CCNE__CDK2_,kC28_1*nuc_cong__CCNE_*(kC28_2-(nuc_cong_i__CCNE__CDK2_+nuc_cong__CCNE__CDK2_+nuc_cong__CCNE__CDK2__CDN1B_+nuc_cong__CCNE__CDK2__CDN1A_+nuc_prot_i__CCNA__CDK2_+nuc_prot__CCNA__CDK2_+nuc_prot__CCNA__CDK2__CDN1B_+nuc_cong__CCNA__CDK2__CDN1A_))
344,vC29,Nucleus,nuc_cong_i__CCNE__CDK2_ ; nuc_cong__CCNE_,kC29_1*nuc_cong_i__CCNE__CDK2_
345,vC30,Nucleus,nuc_cong__CCNE_ ;,kC30_1*(nuc_prot__SKP2_/(kC30_2+nuc_prot__SKP2_))*(nuc_cong__CCNE_/(kC30_3+nuc_cong__CCNE_))
346,vC31,Nucleus,nuc_cong__CCNE__CDK2_ ; nuc_cong_i__CCNE__CDK2_,kC31_1*(nuc_prot__WEE1_+kC31_2)*(nuc_cong__CCNE__CDK2_/(kC31_3+nuc_cong__CCNE__CDK2_))
347,vC32,Nucleus,nuc_cong_i__CCNE__CDK2_ ; nuc_cong__CCNE__CDK2_,kC32_1*nuc_cong__MPIP1_*(nuc_cong_i__CCNE__CDK2_/(kC32_2+nuc_cong_i__CCNE__CDK2_))
348,vC33,Nucleus,nuc_cong__CCNE__CDK2_ + nuc_prot__CDN1B_ ; nuc_cong__CCNE__CDK2__CDN1B_,kC33_1*nuc_cong__CCNE__CDK2_*nuc_prot__CDN1B_
349,vC34,Nucleus,nuc_cong__CCNE__CDK2__CDN1B_ ; nuc_cong__CCNE__CDK2_ + nuc_prot__CDN1B_,kC34_1*nuc_cong__CCNE__CDK2__CDN1B_
350,vC35,Nucleus,; nuc_prot__SKP2_,kC35_1
351,vC36,Nucleus,nuc_prot__SKP2_ ;,kC36_1*(nuc_prot__SKP2_/(kC36_2+nuc_prot__SKP2_))*(nuc_prot_a__CADH1_/(kC36_3+nuc_prot_a__CADH1_))
352,vC37,Nucleus,nuc_prot__SKP2_ ;,kC37_1*nuc_prot__SKP2_
353,vC38,Nucleus,; nuc_cong_i__MPIP1_,kC38_1
354,vC39,Nucleus,nuc_cong__MPIP1_ ; nuc_cong_i__MPIP1_,kC39_1*(kC39_2+(kC39_3*nuc_prot__CHK1_))*(nuc_cong__MPIP1_/(kC39_4+nuc_cong__MPIP1_))
355,vC40,Nucleus,nuc_cong_i__MPIP1_ ; nuc_cong__MPIP1_,kC40_1*(nuc_cong__CCNE__CDK2_+kC40_2)*(nuc_cong_i__MPIP1_/(kC40_3+nuc_cong_i__MPIP1_))
356,vC41,Nucleus,nuc_cong_i__MPIP1_ ;,kC41_1*nuc_cong_i__MPIP1_
357,vC42,Nucleus,nuc_cong__MPIP1_ ;,kC42_1*nuc_cong__MPIP1_
358,vC43,Nucleus,; nuc_prot__CCNA2_,kC43_1
359,vC44,Nucleus,nuc_prot__CCNA2_ ; nuc_prot_i__CCNA__CDK2_,kC44_1*nuc_prot__CCNA2_*(kC44_2-(nuc_cong_i__CCNE__CDK2_+nuc_cong__CCNE__CDK2_+nuc_cong__CCNE__CDK2__CDN1B_+nuc_cong__CCNE__CDK2__CDN1A_+nuc_prot_i__CCNA__CDK2_+nuc_prot__CCNA__CDK2_+nuc_prot__CCNA__CDK2__CDN1B_+nuc_cong__CCNA__CDK2__CDN1A_))
360,vC45,Nucleus,nuc_prot_i__CCNA__CDK2_ ; nuc_prot__CCNA2_,kC45_1*nuc_prot_i__CCNA__CDK2_
361,vC46,Nucleus,nuc_prot__CCNA2_ ;,kC46_1*(nuc_prot__CCNA2_/(kC46_2+nuc_prot__CCNA2_))*(nuc_prot_a__CDC20_/(kC46_3+nuc_prot_a__CDC20_))
362,vC47,Nucleus,nuc_prot__CCNA2_ ;,kC47_1*nuc_prot__CCNA2_
363,vC48,Nucleus,nuc_prot__CCNA__CDK2_ ; nuc_prot_i__CCNA__CDK2_,kC48_1*(nuc_prot__WEE1_+kC48_2)*(nuc_prot__CCNA__CDK2_/(kC48_3+nuc_prot__CCNA__CDK2_))
364,vC49,Nucleus,nuc_prot_i__CCNA__CDK2_ ; nuc_prot__CCNA__CDK2_,kC49_1*nuc_cong__MPIP2_*(nuc_prot_i__CCNA__CDK2_/(kC49_2+nuc_prot_i__CCNA__CDK2_))
365,vC50,Nucleus,nuc_prot__CCNA__CDK2_ + nuc_prot__CDN1B_ ; nuc_prot__CCNA__CDK2__CDN1B_,kC50_1*nuc_prot__CCNA__CDK2_*nuc_prot__CDN1B_
366,vC51,Nucleus,nuc_prot__CCNA__CDK2__CDN1B_ ; nuc_prot__CCNA__CDK2_ + nuc_prot__CDN1B_,kC51_1*nuc_prot__CCNA__CDK2__CDN1B_
367,vC52,Nucleus,nuc_prot__CDN1B_ ; nuc_prot__pT187_CDN1B_,kC52_1*nuc_cong__CCNE__CDK2_*(nuc_prot__CDN1B_/(nuc_prot__CDN1B_+kC52_2))
368,vC53,Nucleus,nuc_prot__pT187_CDN1B_ ; nuc_prot__CDN1B_,kC53_1*(nuc_prot__pT187_CDN1B_/(nuc_prot__pT187_CDN1B_+kC53_2))
369,vC54,Nucleus,nuc_prot__pT187_CDN1B_ ;,kC54_1*(nuc_prot__SKP2_/(nuc_prot__SKP2_+kC54_2))*(nuc_prot__pT187_CDN1B_/(nuc_prot__pT187_CDN1B_+kC54_3))
370,vC55,Nucleus,nuc_prot__pT187_CDN1B_ ;,kC55_1*nuc_prot__pT187_CDN1B_
371,vC56,Nucleus,nuc_prot_a__CADH1_ ; nuc_prot_i__CADH1_,kC56_1*(nuc_prot_a__CADH1_/(kC56_2+nuc_prot_a__CADH1_))*(nuc_prot__CCNA__CDK2_+nuc_cong__CCNB__CDK1_)
372,vC57,Nucleus,nuc_prot_i__CADH1_ ; nuc_prot_a__CADH1_,kC57_1*(nuc_prot_i__CADH1_/(kC57_2+nuc_prot_i__CADH1_))
373,vC58,Nucleus,nuc_prot_i__CADH1_ ;,kC58_1*nuc_prot_i__CADH1_
374,vC59,Nucleus,; nuc_prot_a__CADH1_,kC59_1
375,vC60,Nucleus,nuc_prot_a__CADH1_ ;,kC60_1*nuc_prot_a__CADH1_
376,vC61,Nucleus,; nuc_cong_i__MPIP2_,kC61_1
377,vC62,Nucleus,nuc_cong__MPIP2_ ; nuc_cong_i__MPIP2_,kC62_1*(kC62_2+(kC62_3*nuc_prot__CHK1_))*(nuc_cong__MPIP2_/(kC62_4+nuc_cong__MPIP2_))
